country,year,energy_per_gdp,energy_per_capita,per_capita_electricity,population,primary_energy_consumption,gdp
OPEC,1902,,,,,,
OPEC,1903,,,,,,
OPEC,1904,,,,,,
OPEC,1905,,,,,,
OPEC,1906,,,,,,
OPEC,1907,,,,,,
OPEC,1908,,,,,,
OPEC,1909,,,,,,
OPEC,1910,,,,,,
OPEC,1911,,,,,,
OPEC,1912,,,,,,
OPEC,1913,,,,,,
OPEC,1914,,,,,,
OPEC,1915,,,,,,
OPEC,1916,,,,,,
OPEC,1917,,,,,,
OPEC,1918,,,,,,
OPEC,1919,,,,,,
OPEC,1920,,,,,,
OPEC,1921,,,,,,
OPEC,1922,,,,,,
OPEC,1923,,,,,,
OPEC,1924,,,,,,
OPEC,1925,,,,,,
OPEC,1926,,,,,,
OPEC,1927,,,,,,
OPEC,1928,,,,,,
OPEC,1929,,,,,,
OPEC,1930,,,,,,
OPEC,1931,,,,,,
OPEC,1932,,,,,,
OPEC,1933,,,,,,
OPEC,1934,,,,,,
OPEC,1935,,,,,,
OPEC,1936,,,,,,
OPEC,1937,,,,,,
OPEC,1938,,,,,,
OPEC,1939,,,,,,
OPEC,1940,,,,,,
OPEC,1941,,,,,,
